CAMIS,RESTAURANT,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESC,CRITICALFLAG,INSPECTIONTYPE,Latitude,Longitude
50093504,DOMINO'S,Queens,524,BEACH   20 STREET,11691,3473857023,Pizza,8/2/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.59988097,-73.75395568
50103701,MAY CHUN GARDEN,Queens,4075,JUNCTION BLVD,11368,9172387539,Chinese,7/22/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.74735465,-73.86847959
41626743,LENOX COFFEE,Manhattan,60,WEST  129 STREET,10027,6468337839,Coffee/Tea,8/27/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.8098121,-73.94246118
50107862,NEW ASIAN NY,Queens,4124,162ND ST,11358,7184632567,Chinese,8/31/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.76103569,-73.80390233
40395511,WHITE CASTLE,Bronx,2900,EAST TREMONT AVENUE,10461,7187927659,American,8/12/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Re-inspection,40.84063045,-73.84095729
50113268,CASTILLO 21,Brooklyn,4316,4 AVENUE,11232,3479912902,Spanish,8/25/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Pre-permit (Operational) / Initial Inspection,40.65024008,-74.00866344
50058133,WENDY'S,Queens,22006,NORTHERN BLVD,11361,7182243636,American,7/22/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.76146862,-73.76147494
50058767,PARIS BAGUETTE,Queens,9633,QUEENS BLVD,11374,7188978688,Bakery,8/5/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.72994777,-73.86184633
41263879,THE HALF PINT,Manhattan,234,THOMPSON STREET,10012,2122601088,American,8/10/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.72943809,-73.99879491
50086971,KENNEDY FRIED CHICKEN & PIZZA,Bronx,647,EAST TREMONT AVENUE,10457,9176318300,Chicken,8/24/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,Cycle Inspection / Initial Inspection,40.84593238,-73.89216792
40377630,JOHNS CAFE & RESTAURANT,Manhattan,823,SECOND AVENUE,10017,2128674955,American,7/30/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.75102757,-73.97133909
50057012,WIN HING,Brooklyn,9816,4 AVENUE,11209,7189215926,Chinese,8/4/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,Cycle Inspection / Initial Inspection,40.61384539,-74.03278346
50109567,PIZZA SQUAD,Bronx,2539,WEBSTER AVENUE,10458,1646404958,Pizza,7/21/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Pre-permit (Operational) / Initial Inspection,40.86193862,-73.89105729
41598286,TAVERNA DI BACCO,Manhattan,175,LUDLOW STREET,10002,2124770077,Italian,8/25/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.7218399,-73.98747065
41463512,MCDONALD'S,Manhattan,824,3 AVENUE,10022,6469186885,American,8/31/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.75606127,-73.97059696
41706406,TANG PAVILION,Manhattan,65,WEST   55 STREET,10019,2129566888,Chinese,8/3/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.76249368,-73.97686804
41638086,"DUNKIN',' BASKIN ROBBINS",Bronx,2,EAST KINGSBRIDGE ROAD,10468,7187334347,Bakery,8/19/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.86739535,-73.89724179
50088271,KING'S ESPRESSO BAR,Brooklyn,210,KINGS HWY,11223,7187147013,Coffee/Tea,8/24/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,Cycle Inspection / Initial Inspection,40.60543887,-73.98352751
41656294,LITTLE THANH DA,Brooklyn,5624B,8 AVENUE,11220,7184923760,Southeast Asian,8/18/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.63757301,-74.00740071
50058333,"DUNKIN', 'BASKIN ROBBINS",Bronx,459,EAST  149 STREET,10455,7187179945,American,8/13/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection,40.81535661,-73.91594611
40598699,BIG ALS CHICAGO PIZZA,Manhattan,9,THAMES STREET,10006,2129643269,Pizza,8/3/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.70893957,-74.01176946
40721162,CONTINENTAL LUNCHEONETTE & DELI,Queens,10403,METROPOLITAN AVENUE,11375,7185208336,Soups_Salads_Sandwiches_Beverages,7/22/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.71009454,-73.84855972
40888633,SAN LOCO,Manhattan,111,STANTON STREET,10002,2122537580,Mexican,7/29/21,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,Cycle Inspection / Initial Inspection,40.72109331,-73.98736617
50104490,PHO TOP,Queens,2525,PARSONS BLVD,11354,9179419999,Other,8/4/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.77597025,-73.82443137
50074942,146 NO. 1 YUMMY TACO,Queens,14615,ROCKAWAY BLVD,11436,7188481288,Tex-Mex,8/31/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.67346343,-73.79134133
50017853,DHABA INDIAN CUISINE,Manhattan,108,LEXINGTON AVENUE,10016,2126791284,Indian Subcontinent,8/12/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.74230974,-73.98271044
40826271,FRONT STREET PIZZA,Brooklyn,80,FRONT STREET,11201,7188753700,Pizza,8/13/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.70250045,-73.98940382
50050386,PANDA EXPRESS,Manhattan,835,3 AVENUE,10022,2123552821,Chinese,8/31/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.75630276,-73.97040194
50105063,FINNEGAN'S WAKE,Manhattan,1361,1 AVENUE,10021,6465266083,Irish,8/26/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.76857798,-73.95543946
41118203,NATIONAL BAKERY,Bronx,944,INTERVALE AVENUE,10459,7188613671,Bakery,7/28/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.82127246,-73.89687611
50108469,CROWN HEIGHTS CAFE,Brooklyn,764A,FRANKLIN AVENUE,11238,9175962628,Coffee/Tea,8/6/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.67227855,-73.95739665
40367749,LENNY'S CLAM BAR,Queens,161-03,CROSSBAY BOULEVARD,11414,7188455100,Seafood,7/20/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.65555094,-73.83896749
50095914,MAMA'S NOODLE HOUSE,Brooklyn,1782,BAY RIDGE AVENUE,11204,6468973171,Chinese,8/30/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.61718479,-73.99313105
40545573,THE NEPTUNE DINER,Queens,3105,ASTORIA BOULEVARD,11102,7182784853,American,8/4/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.77060696,-73.91701008
50108827,AMPLE HILLS CREAMERY,Manhattan,115,DELANCEY STREET,10002,3478730809,Middle Eastern,7/22/21,No violations were recorded at the time of this inspection.,,,Not Applicable,Pre-permit (Operational) / Initial Inspection,40.71850233,-73.98808455
50111716,CB HOSPITALITY AND EVENTS,Manhattan,235,EAST    4 STREET,10009,7188096211,Pizza,7/29/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Pre-permit (Operational) / Initial Inspection,40.7233791,-73.98275506
50109072,PIZZA HUT,Queens,9608,QUEENS BLVD,11374,7188969800,Pizza,8/5/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Pre-permit (Operational) / Initial Inspection,40.73000291,-73.86204466
50003346,BOMBAY SANDWICH CO,Manhattan,48,WEST   27 STREET,10001,6467819756,Vegan_Vegetarian,8/31/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,Cycle Inspection / Initial Inspection,40.74492086,-73.98982651
50060093,T-SWIRL CREPE,Queens,36-16,30 AVENUE,11103,9177038886,Chinese,8/26/21,Violations were cited in the following area(s).,20F,Current letter grade sign not posted.,Not Critical,Administrative Miscellaneous / Initial Inspection,40.76490622,-73.91718327
41646967,FAY DA BAKERY,Manhattan,321,6 AVENUE,10014,2122559888,Chinese,8/17/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.73098888,-74.0014613
50105745,RICH RESTAURANT,Bronx,2485,EASTCHESTER ROAD,10469,7186555063,Chinese,8/3/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Pre-permit (Operational) / Initial Inspection,40.86229251,-73.84338539
40958613,CITY DINER,Manhattan,2441,BROADWAY,10024,2128772720,American,7/22/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.79093432,-73.9745071
40368157,ELEPHANT & CASTLE,Manhattan,68,GREENWICH AVENUE,10011,2122431400,American,8/17/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.73631373,-74.0009418
50114320,JAMAICAN FLAVORS,Queens,8915,165TH ST,11432,7186565688,Caribbean,8/20/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Pre-permit (Operational) / Initial Inspection,40.70737001,-73.79608603
40747192,NONIS COFFEE SHOP,Bronx,5921,RIVERDALE AVENUE,10471,7186010032,American,8/12/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.90732865,-73.90398119
50108446,SPICE,Brooklyn,394,BEDFORD AVENUE,11249,7185763571,Thai,8/3/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.71064443,-73.96374206
50086976,MCDONALD'S,Manhattan,39,UNION SQUARE WEST,10003,2126459079,American,7/22/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection,40.73689798,-73.99050252
50100376,DUCK SEASON,Manhattan,20,UNION SQUARE WEST,10003,9175657183,American,8/8/21,No violations were recorded at the time of this inspection.,,,Not Applicable,Inter-Agency Task Force / Initial Inspection,40.73660979,-73.99067938
41013992,MCDONALD'S,Bronx,1865,BRUCKNER BOULEVARD,10472,7188637289,American,8/13/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.82600607,-73.86187376
41446753,TASTY GRILL,Queens,1422,150 STREET,11357,7187677200,European,8/6/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Initial Inspection,40.78824969,-73.81360118
41511300,BABYLON,Manhattan,208,EAST   34 STREET,10016,2129330912,Middle Eastern,7/21/21,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,Administrative Miscellaneous / Initial Inspection,40.74555045,-73.97774731
41378691,WHITE CASTLE,Staten Island,2238,FOREST AVENUE,10303,7188161610,American,8/27/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.62691561,-74.16417298
41098989,MCDONALD'S,Bronx,3509,WEBSTER AVENUE,10467,7182315597,American,8/3/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.87911679,-73.87140745
50053608,CHINA WOK,Brooklyn,888,5 AVENUE,11232,7186336661,Chinese,7/20/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.65133002,-74.00384888
50106126,LUCY'S PIZZERIA AND RESTAURANT,Brooklyn,488,KINGS HIGHWAY,11223,3477298682,Pizza,7/21/21,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.60422885,-73.97170125
41656943,SUBWAY,Manhattan,875,3 AVENUE,10022,6467357282,Soups_Salads_Sandwiches_Beverages,8/20/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.7575953,-73.96945204
50003366,MI LINDO SAN MIGUELITO,Bronx,257,WEST  231 STREET,10463,3479454330,Mexican,7/22/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.87998539,-73.90688491
41252043,COBBLE HILL CINEMAS,Brooklyn,265,COURT STREET,11231,7185964995,American,8/12/21,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,Administrative Miscellaneous / Initial Inspection,40.68494251,-73.99463841
50053669,FAMOUS CALABRIA PIZZERIA,Manhattan,27,SAINT JAMES PLACE,10038,2122330009,Pizza,7/29/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Re-inspection,40.7118908,-73.99957075
41573961,GOOD VIEW BAKERY,Brooklyn,7820,NEW UTRECHT AVENUE,11214,7186219388,Chinese,8/14/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.61316388,-74.00069874
50112795,CAFE & SWEETS,Brooklyn,552,86 STREET,11209,9177962824,Coffee/Tea,8/16/21,No violations were recorded at the time of this inspection.,,,Not Applicable,Pre-permit (Non-operational) / Re-inspection,40.62056391,-74.02470355
50108617,HOOK & REEL CAJUN SEAFOOD & BAR,Brooklyn,430,ALBEE SQUARE,11201,9293970031,Seafood,7/20/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,Pre-permit (Operational) / Initial Inspection,40.69093054,-73.98347025
40389114,SACCO PIZZA,Manhattan,819,9 AVENUE,10019,2125827765,Pizza,7/26/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,Cycle Inspection / Initial Inspection,40.7661211,-73.98703269
50012006,GRAND SICHUAN,Manhattan,229,9 AVENUE,10001,2126205200,Chinese,8/30/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,Cycle Inspection / Initial Inspection,40.74723514,-74.00079038
41672156,WILLIAMSBURG PIZZA,Brooklyn,265,UNION AVENUE,11211,7188558729,Pizza,8/14/21,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,Cycle Inspection / Initial Inspection,40.70804574,-73.95065045
50105444,FELIX ROASTING CO,Manhattan,104,GREENE STREET,10012,2128084000,Coffee/Tea,8/5/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,Pre-permit (Operational) / Initial Inspection,40.72436577,-73.99986651
41542821,HARNEY & SONS TEA,Manhattan,433,BROOME STREET,10013,2129334853,Coffee/Tea,7/29/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection,40.72156885,-73.99939031
40365632,J&V FAMOUS PIZZA,Brooklyn,6322,18 AVENUE,11204,7182322700,Pizza,8/2/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.61995673,-73.98935214
41067696,THE MODERN,Manhattan,11,WEST   53 STREET,10019,2123331220,French,8/4/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.76099511,-73.97720066
40368207,MILL BASIN KOSHER DELI,Brooklyn,5823,AVENUE T,11234,7182414910,Jewish/Kosher,8/5/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.61531418,-73.91841052
50089684,A & R DELI,Bronx,2438,EASTCHESTER ROAD,10469,3473469824,Spanish,8/26/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.8616803,-73.84328561
50107916,EFES MEDITERRANEAN AND GYRO GRILL,Brooklyn,887,FULTON STREET,11238,3477253300,Mediterranean,8/6/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.68369198,-73.96779862
50056626,BBQ OLIVE CHICKEN,Manhattan,25,WEST   32 STREET,10001,2129678093,Korean,7/26/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.74752803,-73.98637226
40389356,TOM'S RESTAURANT,Manhattan,2880,BROADWAY,10025,2128646137,American,7/28/21,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.80549019,-73.96572025
40582103,MAMA'S FRIED CHICKEN,Manhattan,2158,8 AVENUE,10026,2125314595,Chicken,8/26/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.80472075,-73.95512981
40821115,STARBUCKS,Manhattan,115,BROADWAY,10006,2127329268,Coffee/Tea,7/27/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.708624,-74.01099752
50085645,BROOKLYN TEA,Brooklyn,524,NOSTRAND AVENUE,11216,7708917032,Coffee/Tea,7/30/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Initial Inspection,40.6808254,-73.94967197
41629609,TANGS JIANG RESTAURANT,Manhattan,306,SAINT NICHOLAS AVENUE,10027,2128645179,Chinese,8/16/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,Cycle Inspection / Initial Inspection,40.81099963,-73.95240535
50055324,969 NYC COFFEE,Queens,3761,80TH ST,11372,6462037304,Coffee/Tea,8/4/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.74918777,-73.88609215
41227925,GOOD EATS,Queens,69-32,GRAND AVENUE,11378,7184782420,American,8/16/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.72654031,-73.89427766
50088239,J.A. JAM DOWN CARIBBEAN RESTAURANT,Brooklyn,5223,AVENUE D,11203,7184848618,Caribbean,7/26/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Initial Inspection,40.64227383,-73.9271191
41246655,"DUNKIN',' BASKIN ROBBINS",Bronx,274,EAST  149 STREET,10451,7182921478,Bakery,8/10/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.81731825,-73.92254429
50102477,FARRA,Manhattan,71,WORTH STREET,10013,9175762242,European,8/10/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.71680929,-74.00566357
50104803,CHIPOTLE MEXICAN GRILL,Queens,4037,82ND ST,11373,3475071261,Tex-Mex,7/23/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.7467975,-73.88377566
40980650,ISAAC'S COFFEE SHOP,Brooklyn,3001,AVENUE K,11210,7183779595,Coffee/Tea,7/24/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.62440216,-73.94627442
40374136,TONY'S PIER RESTAURANT,Bronx,1,CITY ISLAND AVENUE,10464,7188851424,Seafood,8/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.83765897,-73.78292064
