restaurant,BORO,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG
MI BELLA DAMA RESTAURANT,Brooklyn,7/23/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
MI BELLA DAMA RESTAURANT,Queens,7/21/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MI BELLA DAMA RESTAURANT,Manhattan,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
MI LINDO SAN MIGUELITO,Bronx,7/26/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
MI LINDO SAN MIGUELITO,Brooklyn,7/19/21,09C,Food contact surface not properly maintained.,Not Critical
MI LINDO SAN MIGUELITO,Brooklyn,7/9/21,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical
MI LINDO SAN MIGUELITO,Manhattan,7/21/21,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical
MI LINDO SAN MIGUELITO,Manhattan,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
MI LINDO SAN MIGUELITO,Manhattan,7/20/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
MIKE'S PIZZA,Brooklyn,7/28/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
MIKES OLYMPIC GRILL,Manhattan,7/22/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
MIKES OLYMPIC GRILL,Manhattan,7/20/21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical
MIKES OLYMPIC GRILL,Queens,7/22/21,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical
MIKES OLYMPIC GRILL,Brooklyn,7/27/21,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical
MILE END DELICATESSEN,Brooklyn,7/22/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
MILE END DELICATESSEN,Brooklyn,7/22/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MILE END DELICATESSEN,Brooklyn,7/27/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
MILLENIUM HILTON,Manhattan,7/21/21,09B,Thawing procedures improper.,Not Critical
MILLENIUM HILTON,Queens,7/26/21,02B,Hot food item not held at or above 140º F.,Critical
MILLERS & MAKERS,Brooklyn,7/21/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MILLERS & MAKERS,Brooklyn,7/21/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
MILLERS & MAKERS,Manhattan,7/27/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
MILLERS & MAKERS,Brooklyn,7/21/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
MILLIE'S DELI,Brooklyn,7/19/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
MILLIE'S DELI,Manhattan,7/27/21,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Critical
MIMI CHENG'S DUMPLINGS,Queens,7/22/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
MING KEE KITCHEN,Queens,7/29/21,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
MING KEE KITCHEN,Brooklyn,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
MINI BAR,Manhattan,7/21/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,Brooklyn,7/22/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,Bronx,7/23/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,Brooklyn,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,Manhattan,7/20/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
MIRADOR RESTAURANT,Manhattan,7/21/21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical
MIRADOR RESTAURANT,Manhattan,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
MIRADOR RESTAURANT,Manhattan,7/27/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
MISHKA SOHO,Staten Island,7/23/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
MISHKA SOHO,Brooklyn,7/20/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MISHKA SOHO,Queens,7/30/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
MISHKA SOHO,Queens,7/22/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
MISHKA SOHO,Brooklyn,7/21/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
MISHKA SOHO,Manhattan,7/26/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
MONTAGUE BAGELS,Manhattan,7/28/21,10C,Lighting Inadequate,Not Critical
MONTAGUE BAGELS,Brooklyn,7/21/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
MONTAGUE BAGELS,Queens,7/19/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
MONTAGUE BAGELS,Manhattan,7/23/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MONTAGUE BAGELS,Queens,7/19/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
MONTAGUE BAGELS,Brooklyn,7/19/21,02B,Hot food item not held at or above 140º F.,Critical
MONTAGUE BAGELS,Queens,7/27/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
MONTEBELLO RESTAURANT,Brooklyn,7/20/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
MONTEBELLO RESTAURANT,Brooklyn,7/27/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
MONTY Q'S,Brooklyn,7/21/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
MORRITO'S CAFE,Bronx,7/19/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
MORRITO'S CAFE,Queens,7/23/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
MOTHER'S FAMOUS CRUST,Manhattan,7/27/21,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical
MOTHER'S FAMOUS CRUST,Brooklyn,7/26/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MOTHER'S RUIN,Manhattan,7/28/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
MOTHER'S RUIN,Queens,7/21/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
MOTHER'S RUIN,Manhattan,7/27/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
MOUNTAIN PROVINCE,Queens,7/29/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
MR. LEE'S BAKERY,Queens,7/27/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
MR. LEE'S BAKERY,Brooklyn,7/22/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
MR. PHIL'S PIZZA,Manhattan,7/27/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MUDVILLE SALOON,Manhattan,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MUDVILLE SALOON,Brooklyn,7/21/21,02B,Hot food item not held at or above 140º F.,Critical
MUGI BAKERY,Brooklyn,7/30/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
MUGI BAKERY,Manhattan,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
MUGI BAKERY,Staten Island,7/26/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
MUGI BAKERY,Brooklyn,7/20/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
MUM MEDITERRANEAN CUISINE,Manhattan,7/20/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
MUM MEDITERRANEAN CUISINE,Manhattan,7/30/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
MUM MEDITERRANEAN CUISINE,Manhattan,7/29/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
MURPHY'S LAW,Manhattan,7/20/21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical
MURPHY'S LAW,Brooklyn,7/29/21,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical
MURPHY'S LAW,Manhattan,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
MY LITTLE PIZZERIA,Queens,7/23/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
MY LITTLE PIZZERIA,Manhattan,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
MY PIE PIZZERIA,Manhattan,7/26/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
MY THREE SONS DINER,Queens,7/20/21,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical
MY THREE SONS DINER,Brooklyn,7/20/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
NAIDRE'S CAFE,Brooklyn,7/26/21,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical
NAIDRE'S CAFE,Bronx,5/6/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
NATHAN'S FAMOUS,Brooklyn,7/30/21,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical
NATHAN'S FAMOUS,Manhattan,7/26/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NATHAN'S FAMOUS,Manhattan,7/27/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NATHAN'S FAMOUS,Bronx,6/18/21,18F,Permit not conspicuously displayed.,Not Critical
NATHAN'S FAMOUS,Brooklyn,7/23/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NATHAN'S FAMOUS,Brooklyn,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NATIONAL BAKERY,Brooklyn,7/19/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
NATIONAL BAKERY,Manhattan,2/8/21,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical
NATIONAL BAKERY,Brooklyn,7/20/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NATIONAL BAKERY,Queens,7/24/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
NATURAL BLEND,Manhattan,7/27/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
NATURAL BLEND,Manhattan,7/22/21,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical
NATURAL SPICE,Manhattan,7/22/21,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical
NATURE'S GRILL,Queens,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NAYA,Brooklyn,7/21/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
NAYA,Manhattan,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NECTAR OF 82ND STREET,Brooklyn,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
NECTAR OF 82ND STREET,Manhattan,1/27/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
NEW ANDY'S DELI,Queens,7/30/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NEW ANDY'S DELI,Brooklyn,7/20/21,10C,Lighting Inadequate,Not Critical
NEW ANDY'S DELI,Brooklyn,7/21/21,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
NEW APOLLO DINER,Manhattan,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
NEW APOLLO DINER,Manhattan,7/26/21,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical
NEW APOLLO DINER,Manhattan,7/29/21,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
NEW APOLLO DINER,Brooklyn,7/19/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
NEW ERA RESTAURANT,Brooklyn,7/31/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NEW ERA RESTAURANT,Queens,7/22/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
NEW GRAND BUFFET,Queens,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NEW GYRO KING,Manhattan,7/29/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NEW HARDEE,Bronx,7/20/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW HARDEE,Manhattan,7/22/21,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical
NEW HARDEE,Queens,7/22/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW HARDEE,Brooklyn,7/26/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
NEW HOUSE GARDEN RESTAURANT,Brooklyn,7/31/21,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical
NEW HOUSE GARDEN RESTAURANT,Bronx,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW JIN MA BAKERY,Queens,7/19/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW JIN MA BAKERY,Manhattan,7/22/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NEW JIN MA BAKERY,Brooklyn,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW JIN MA BAKERY,Brooklyn,7/30/21,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
NEW JIN MA BAKERY,Brooklyn,7/23/21,09C,Food contact surface not properly maintained.,Not Critical
NEW JIN MA BAKERY,Manhattan,7/20/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
NEW MADISON PIZZA,Brooklyn,7/19/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW MADISON PIZZA,Queens,7/29/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
NEW MADISON PIZZA,Manhattan,7/22/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NEW MADISON PIZZA,Queens,7/27/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
NEW MIZU SUSHI,Manhattan,7/21/21,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
NEW MIZU SUSHI,Queens,7/28/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW NO 1 CHINESE RESTAURANT,Queens,7/30/21,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical
NEW PARKWAY RESTAURANT,Staten Island,7/19/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NEW PARKWAY RESTAURANT,Queens,7/20/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW PARKWAY RESTAURANT,Manhattan,7/23/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
NEW PARKWAY RESTAURANT,Manhattan,7/30/21,02B,Hot food item not held at or above 140º F.,Critical
NEW PEKING,Manhattan,7/20/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
NEW PEKING,Manhattan,7/26/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NEW PEKING,Manhattan,7/27/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
NEW PEKING,Staten Island,7/21/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
NEW PEKING,Manhattan,7/20/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW PEKING,Staten Island,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW PEKING,Brooklyn,7/12/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
NEW PEKING,Manhattan,7/27/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
NEW PEKING,Brooklyn,7/19/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW RANCHITO,Manhattan,7/27/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
NEW RUAN'S RESTAURANT,Brooklyn,7/30/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NEW RUAN'S RESTAURANT,Brooklyn,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
NEW RUAN'S RESTAURANT,Brooklyn,7/22/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NEW RUAN'S RESTAURANT,Bronx,7/21/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW RUAN'S RESTAURANT,Brooklyn,7/23/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW RUAN'S RESTAURANT,Manhattan,7/28/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW RUAN'S RESTAURANT,Queens,7/29/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NEW SIU'S KITCHEN INC,Manhattan,7/29/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
NEW SIU'S KITCHEN INC,Brooklyn,7/21/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
NEW SIU'S KITCHEN INC,Queens,7/23/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
NEW SIU'S KITCHEN INC,Bronx,7/19/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NEW SIU'S KITCHEN INC,Manhattan,7/30/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NEW THRIVING RESTAURANT OF GUYANA,Queens,7/28/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NEW THRIVING RESTAURANT OF GUYANA,Brooklyn,7/23/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
NEW THRIVING RESTAURANT OF GUYANA,Queens,7/21/21,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical
NEW THRIVING RESTAURANT OF GUYANA,Manhattan,7/26/21,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical
